popularity,original_title,runtime,vote_average,release_year,budget_adj,revenue_adj,success,tit_len,rating_cat
0.78688,Piranha 3D,88.0,5.2,2010,24000000.0,83188165.0,2.4661735416666666,10,low
0.7784399999999989,Morning Glory,102.0,6.1,2010,40000000.0,58785180.0,0.4696295,13,high
0.773316,Conviction,107.0,7.0,2010,12500000.0,6732980.0,-0.4613616,10,very_high
0.764791,The Nutcracker: The Untold Story,110.0,5.8,2010,90000000.0,16178959.0,-0.8202337888888889,14,mediocre
0.761889,The Last Exorcism,87.0,5.4,2010,1800000.0,67738090.0,36.63227222222222,17,low
0.756229,Tooth Fairy,101.0,5.2,2010,48000000.0,112462508.0,1.3429689166666667,11,low
0.7541680000000001,Fair Game,108.0,6.4,2010,22000000.0,24188922.0,0.09949645454545454,9,high
0.745434,The Ward,88.0,5.9,2010,10000000.0,498974.0,-0.9501026,8,mediocre
0.740867,Buried,94.0,6.5,2010,1987650.0,19152480.0,8.635740698815184,6,high
0.73988,Dinner for Schmucks,114.0,5.4,2010,69000000.0,86387857.0,0.2519979275362319,19,low
0.68633,The Kids Are All Right,106.0,6.4,2010,4000000.0,34705850.0,7.6764625,22,high
0.671484,Skyline,100.0,4.7,2010,10000000.0,66821036.0,5.6821036,7,low
0.670027,The Debt,113.0,6.1,2010,20000000.0,45636368.0,1.2818184,8,high
0.659749,Winter's Bone,100.0,6.7,2010,2000000.0,13831503.0,5.9157515,13,very_high
0.6559550000000001,Ca$h,108.0,5.8,2010,7000000.0,46488.0,-0.9933588571428571,4,mediocre
0.655878,Cats & Dogs 2 : The Revenge of Kitty Galore,82.0,5.0,2010,85000000.0,112483764.0,0.3233384,14,low
0.649289999999999,MacGruber,90.0,5.2,2010,10000000.0,6110000.0,-0.389,9,low
0.640576,How Do You Know,121.0,4.9,2010,120000000.0,48668907.0,-0.594425775,15,low
0.619772,Rubber,85.0,5.6,2010,500000.0,98017.0,-0.803966,6,mediocre
0.618078,The Spy Next Door,94.0,5.4,2010,28000000.0,45236543.0,0.6155908214285715,17,low
0.61643,She's Out of My League,104.0,5.9,2010,20000000.0,49779728.0,1.4889864,22,mediocre
0.602854,Henry's Crime,108.0,5.8,2010,12000000.0,204940.0,-0.9829216666666667,13,mediocre
0.599676,London Boulevard,103.0,5.5,2010,25000000.0,4644108.0,-0.81423568,16,mediocre
0.598275,Hereafter,129.0,5.5,2010,50000000.0,105197635.0,1.1039527,9,mediocre
0.597254,My Soul to Take,107.0,5.2,2010,25000000.0,19829957.0,-0.20680172,15,low
0.59643,TEKKEN,92.0,5.0,2010,30000000.0,967000.0,-0.9677666666666667,6,low
0.591206,The Conspirator,122.0,5.9,2010,25000000.0,15478800.0,-0.380848,15,mediocre
0.579188,Death at a Funeral,92.0,5.7,2010,21000000.0,49050886.0,1.335756476190476,18,mediocre
0.564203,Hesher,106.0,6.2,2010,7000000.0,382946.0,-0.9452934285714286,6,high
0.554060999999999,Animal Kingdom,113.0,6.7,2010,5000000.0,1000000.0,-0.8,14,very_high
0.552064999999999,Marmaduke,87.0,4.9,2010,50000000.0,83761844.0,0.67523688,9,low
0.535535,Wall Street: Money Never Sleeps,133.0,5.8,2010,70000000.0,134748021.0,0.9249717285714286,11,mediocre
0.534192,Carlos,338.0,6.2,2010,18000000.0,871279.0,-0.9515956111111111,6,high
0.514465,Another Year,129.0,6.7,2010,8000000.0,18124262.0,1.26553275,12,very_high
0.513857,Everything Must Go,97.0,5.8,2010,5000000.0,2614773.0,-0.4770454,18,mediocre
0.512957,The Crazies,101.0,6.1,2010,20000000.0,54956140.0,1.747807,11,high
0.49863500000000005,Rabbit Hole,91.0,6.6,2010,5000000.0,5129058.0,0.0258116,11,high
0.495162,Alpha and Omega,88.0,5.5,2010,20000000.0,39300000.0,0.965,15,mediocre
0.470249,Yogi Bear,80.0,5.1,2010,80000000.0,201584141.0,1.5198017625,9,low
0.455662,StreetDance 3D,98.0,5.8,2010,5773100.0,18144030.0,2.142857390310232,14,mediocre
0.44389300000000004,Super,96.0,6.6,2010,2500000.0,324138.0,-0.8703448,5,high
0.44380699999999995,The Tempest,110.0,6.1,2010,20000000.0,346594.0,-0.9826703,11,high
0.406941,Country Strong,117.0,5.9,2010,15000000.0,20529194.0,0.36861293333333334,14,mediocre
0.39362600000000003,"Tomorrow, When the War Began",103.0,6.5,2010,27000000.0,16504936.0,-0.3887060740740741,28,high
0.375979,Extraordinary Measures,105.0,5.8,2010,31000000.0,15134293.0,-0.511797,22,mediocre
0.368927,Devil,80.0,5.6,2010,10000000.0,33583175.0,2.3583175,5,mediocre
0.31259499999999996,Our Family Wedding,103.0,5.9,2010,14000000.0,21409028.0,0.5292162857142857,18,mediocre
0.332904,Halo Legends,93.0,7.2,2010,100000.0,1000000.0,9.0,12,very_high
0.328667,Barney's Version,134.0,6.9,2010,30000000.0,8454301.0,-0.7181899666666667,16,very_high
0.3261,Edge of Darkness,117.0,6.0,2010,80000000.0,74901339.0,-0.0637332625,16,mediocre
0.318587,4.3.2.1,117.0,5.9,2010,4600000.0,1163967.0,-0.7469636956521739,7,mediocre
0.315527,Dirty Girl,90.0,6.2,2010,4000000.0,55125.0,-0.98621875,10,high
0.346071,Catfish,87.0,6.4,2010,30000.0,3045943.0,100.53143333333334,7,high
0.302377,Furry Vengeance,92.0,4.7,2010,35000000.0,39340177.0,0.12400505714285714,15,low
0.301054,Casino Jack,108.0,6.0,2010,12500000.0,1083683.0,-0.91330536,11,mediocre
0.29666,Hatchet II,89.0,5.1,2010,2500000.0,52604.0,-0.9789584,10,low
0.28324099999999997,Dylan Dog: Dead of Night,107.0,4.9,2010,20000000.0,4634062.0,-0.7682969,9,low
0.275607,Howl,84.0,6.8,2010,30000.0,617000.0,19.566666666666666,4,very_high
0.27519,Freakonomics,93.0,6.7,2010,3000000.0,103735.0,-0.9654216666666666,12,very_high
0.271381,The Perfect Game,118.0,5.7,2010,12500000.0,3878993.0,-0.68968056,16,mediocre
0.2596,Stake Land,98.0,6.2,2010,650000.0,33245.0,-0.9488538461538462,10,high
0.25054,The Warrior's Way,100.0,6.4,2010,425000000.0,11087569.0,-0.9739116023529412,17,high
0.24657800000000002,Burke & Hare,91.0,6.0,2010,10000000.0,4349187.0,-0.5650813,12,mediocre
0.24154099999999998,Inhale,100.0,5.9,2010,10000000.0,55089.0,-0.9944911,6,mediocre
0.24040300000000003,Four Lions,101.0,7.0,2010,967686.0,4270000.0,3.412588380941752,10,very_high
0.21650300000000003,Waste Land,90.0,7.8,2010,1500000.0,187716.0,-0.874856,10,very_high
0.214381,The Extra Man,108.0,5.9,2010,7000000.0,453079.0,-0.9352744285714286,13,mediocre
0.385851,The Romantics,95.0,4.8,2010,4500000.0,123820.0,-0.9724844444444445,13,low
0.181532,Balada triste de trompeta,101.0,6.2,2010,7000000.0,3218666.0,-0.5401905714285714,25,high
0.140251,Why Did I Get Married Too?,121.0,6.0,2010,20000000.0,60072596.0,2.0036298,26,mediocre
0.131526,Resident Evil: Afterlife,97.0,5.8,2010,60000000.0,296221663.0,3.9370277166666665,13,mediocre
0.27632199999999996,Vanishing on 7th Street,92.0,4.8,2010,10000000.0,1068682.0,-0.8931318,23,low
0.028227,Action Replayy,100.0,4.9,2010,10000000.0,5000000.0,-0.5,14,low
0.06324,Secretariat,123.0,6.6,2010,35000000.0,60251371.0,0.7214677428571429,11,high
0.028456,Boy,87.0,7.3,2010,3.0,43.0,13.333333333333334,3,very_high
8.947905,Fight Club,139.0,8.1,1999,82470329.3354423,132022892.45436999,0.6008532222222139,10,very_high
7.7538990000000005,The Matrix,136.0,7.8,1999,82470329.3354423,606768749.6621,6.357418777777768,10,very_high
3.5557199999999907,American Beauty,122.0,7.7,1999,19635792.6989148,466411079.77093095,22.753106733333347,15,very_high
3.5260290000000003,Star Wars: Episode I - The Phantom Menace,136.0,6.3,1999,150541077.358347,1209980530.45701,7.037543982608683,9,high
2.94377,The Mummy,124.0,6.3,1999,104724227.727545,544416081.923668,4.198568600000031,9,high
2.719461,The Green Mile,189.0,8.0,1999,78543170.7956593,372556440.140744,3.7433333333333336,14,very_high
2.5787310000000003,The Sixth Sense,107.0,7.5,1999,52362113.863772795,880738991.74917,15.820157300000016,15,very_high
2.129874,The World Is Not Enough,128.0,6.0,1999,176722134.29023302,473657733.210055,1.6802400000000048,23,mediocre
2.069357,Cruel Intentions,97.0,6.5,1999,13745054.889240302,99360001.4451943,6.2287817142857556,16,high
2.065619,Sleepy Hollow,105.0,6.7,1999,130905284.65943201,269758486.295067,1.0607150199999993,13,very_high
1.825695,American Pie,95.0,6.4,1999,14399581.3125375,308259696.710782,20.407545818181873,12,high
1.820318,Entrapment,112.0,5.9,1999,86397487.8752252,278048579.212947,2.2182484242424194,10,mediocre
1.810197,Toy Story 2,92.0,7.2,1999,117814756.19348899,634910500.711404,4.389057544444439,11,very_high
1.769152,10 Things I Hate About You,97.0,7.2,1999,20944845.5455091,70005745.4329437,2.342385375000009,26,very_high
1.72385,Notting Hill,124.0,6.8,1999,54980219.5569615,476350818.832191,7.664039952380953,12,very_high
1.560867,Austin Powers: The Spy Who Shagged Me,95.0,6.0,1999,43198743.9376126,407037004.698583,8.422426848484848,13,mediocre
1.43163,Boys Don't Cry,118.0,7.0,1999,2618105.69318864,15107264.4447763,4.770303499999987,14,very_high
1.427794,The Insider,157.0,7.1,1999,117814756.19348899,78922680.92452121,-0.3301120888888886,11,very_high
1.3486280000000002,Galaxy Quest,102.0,6.6,1999,58907378.09674449,118710038.38012,1.0151981333333266,12,high
1.329827,Eyes Wide Shut,159.0,6.8,1999,85088435.02863091,212185957.240312,1.493710892307689,14,very_high
1.328465,Being John Malkovich,112.0,7.1,1999,17017687.0057261,29929655.427182503,0.7587381538461598,20,very_high
1.320079,Analyze This,103.0,6.3,1999,104724227.727545,231552674.126609,1.2110707250000095,12,high
1.3092489999999999,Stuart Little,84.0,5.6,1999,174104028.597044,392893056.534981,1.25665689473685,13,mediocre
1.254522,The Bone Collector,118.0,6.5,1999,95560857.80138549,198313200.318728,1.0752555479452044,18,high
1.221973,Wild Wild West,106.0,5.2,1999,222538983.92103398,290746764.904973,0.3064981235294124,14,low
1.189386,The 13th Warrior,102.0,6.2,1999,209448455.455091,80767119.3676855,-0.6143818812499994,16,high
1.17388799999999,End of Days,121.0,5.4,1999,130905284.65943201,277504860.185956,1.1198904300000023,11,low
1.152354,The Cider House Rules,126.0,6.6,1999,31417268.318263695,115910204.734556,2.6893788333333335,21,high
1.1509340000000001,The Iron Giant,86.0,7.5,1999,91633699.2616025,30316754.1353961,-0.6691527857142857,14,very_high
1.1392229999999999,Deep Blue Sea,105.0,5.5,1999,78543170.7956593,96409422.51002759,0.22747046666666612,13,mediocre
1.050599,Payback,100.0,6.5,1999,117814756.19348899,211577133.779048,0.795845788888886,7,high
1.03785,Runaway Bride,116.0,5.7,1999,91633699.2616025,405096233.05643797,3.420821557142858,13,mediocre
1.0220280000000002,She's All That,95.0,5.6,1999,13090528.465943199,135051040.625015,9.316698900000008,14,mediocre
0.993492,Double Jeopardy,105.0,6.1,1999,91633699.2616025,232803997.742669,1.540593685714284,15,high
0.992316,The Boondock Saints,108.0,7.1,1999,7854317.07956593,39888.1492885755,-0.9949215,19,very_high
0.9682040000000001,Office Space,89.0,7.3,1999,13090528.465943199,16792285.1232296,0.28278129999999835,12,very_high
0.9412020000000001,The Virgin Suicides,97.0,7.0,1999,7854317.07956593,13626424.5931234,0.734896166666659,19,very_high
0.937873,Bicentennial Man,131.0,6.7,1999,130905284.65943201,122658251.72588798,-0.06299999999999853,16,very_high
0.920974,The Ninth Gate,133.0,6.2,1999,49744008.1705842,76451170.82341121,0.5368920526315795,14,high
0.9208799999999999,The Hurricane,146.0,7.3,1999,65452642.3297161,96812627.8044657,0.4791248199999998,13,very_high
0.9073049999999999,The Thirteenth Floor,100.0,6.5,1999,20944845.5455091,24301372.2408275,0.16025550000000321,20,high
0.8765870000000001,Big Daddy,93.0,6.2,1999,44769607.3535258,307368089.035491,5.865552485380116,9,high
0.8234940000000001,8MM,123.0,6.0,1999,52362113.863772795,126478982.96018998,1.4154674750000042,3,mediocre
0.82073,Dogma,130.0,6.6,1999,13090528.465943199,40126252.910842605,2.0652890000000035,5,high
0.778786,The Haunting,113.0,5.3,1999,104724227.727545,119371095.66806899,0.13986131250000633,12,low
0.746054,Forces of Nature,105.0,5.2,1999,98178963.4945741,122904589.29056,0.2518423999999998,16,low
0.744837,Blast from the Past,112.0,6.2,1999,45816849.6308012,52706420.9434841,0.15037200000000128,19,high
0.7318020000000001,Message in a Bottle,131.0,5.7,1999,104724227.727545,155620223.347978,0.48600020000000566,19,mediocre
0.72669,The General's Daughter,116.0,5.9,1999,78543170.7956593,195972871.712428,1.4950975333333305,22,mediocre
0.725013,Stigmata,103.0,5.8,1999,37962532.551235296,65507271.72311011,0.7255769655172416,8,mediocre
0.716336,Stir of Echoes,99.0,6.3,1999,15708634.159131799,27664327.694675397,0.7610905833333366,14,high
0.682531,Magnolia,188.0,7.3,1999,48434955.3239899,63425970.639777295,0.3095081891891893,8,very_high
0.6710699999999991,The Bachelor,101.0,4.5,1999,66761695.1763104,48319257.3062493,-0.2762428039215694,12,low
0.654013,Virus,99.0,4.9,1999,98178963.4945741,18340733.6272506,-0.8131908,5,low
0.6403310000000001,The Talented Mr. Ripley,139.0,6.9,1999,52362113.863772795,168603735.434659,2.2199566249999894,23,very_high
0.637814,Lake Placid,82.0,5.3,1999,35344426.8580467,74446377.3336976,1.1063116296296296,11,low
0.63765,Detroit Rock City,95.0,6.4,1999,44507796.7842069,5520426.39516561,-0.875967205882353,17,high
0.636432,Mystery Men,121.0,5.4,1999,89015593.5684139,38960045.2199215,-0.5623233676470591,11,low
0.617279,Fantasia 2000,74.0,6.9,1999,104724227.727545,118959614.541535,0.1359321250000086,13,very_high
0.614402,Go,98.0,6.9,1999,8508843.50286309,37244676.76932561,3.3771726153846133,2,very_high
0.614007,Never Been Kissed,107.0,5.7,1999,32726321.164858002,110700355.054403,2.382609199999988,17,mediocre
0.585123,Three Kings,114.0,6.3,1999,98178963.4945741,141377707.432186,0.4399999999999929,11,high
0.581756,Man on the Moon,118.0,6.6,1999,107342333.420734,62094175.6180791,-0.4215313414634125,15,high
0.566661,Brokedown Palace,100.0,6.3,1999,32726321.164858002,17017687.0057261,-0.4800000000000019,16,high
0.5480970000000001,House on Haunted Hill,93.0,5.6,1999,24872004.0852921,53469679.9143251,1.1497937894736858,21,mediocre
0.508128,The Thomas Crown Affair,113.0,6.7,1999,62834536.63652739,162722051.034472,1.589691270833329,23,very_high
0.5034609999999989,Random Hearts,133.0,5.3,1999,83779382.1820366,97666560.9388317,0.1657589062499998,13,low
0.501242,eXistenZ,97.0,6.6,1999,19635792.6989148,3739586.97550016,-0.809552533333333,8,high
0.49836499999999995,The End of the Affair,102.0,6.1,1999,30108215.4716694,14174183.3571995,-0.5292253913043492,21,high
0.49601000000000006,Blue Streak,93.0,6.0,1999,85088435.02863091,154152099.635677,0.8116692307692258,11,mediocre
0.480421,The Rage: Carrie 2,104.0,5.1,1999,27490109.7784807,23252319.543465197,-0.15415690476190286,8,low
0.47073999999999994,Black and White,98.0,4.7,1999,13090528.465943199,6861158.32064752,-0.47586849999999903,15,low
0.454992,The Corruptor,110.0,6.1,1999,32726321.164858002,19840266.753552802,-0.393752000000001,13,high
0.41861099999999996,Universal Soldier: The Return,82.0,4.5,1999,58907378.09674449,13964835.698813599,-0.7629357111111118,17,low
0.393985,Chill Factor,101.0,5.4,1999,91633699.2616025,14745126.7562416,-0.8390862000000006,12,low
0.383326,Life,108.0,6.6,1999,104724227.727545,96012518.9959931,-0.08318713749999335,4,high
0.382872,Anywhere But Here,114.0,5.9,1999,30108215.4716694,24418567.8150245,-0.1889732608695665,17,mediocre
0.378188,The Astronaut's Wife,109.0,5.4,1999,98178963.4945741,25655587.4106293,-0.7386854933333333,20,low
0.88284,My Favorite Martian,94.0,5.2,1999,85088435.02863091,48238729.6113382,-0.43307536923077,19,low
0.274419,The Limey,89.0,6.6,1999,13090528.465943199,4179939.26256602,-0.6806897999999998,9,high
0.35206,Angela's Ashes,145.0,7.0,1999,32.726321164858,17.0176870057261,-0.48000000000000187,14,very_high
0.5737180000000001,The Story of Us,95.0,5.9,1999,65452642.3297161,77103253.2450438,0.1780006199999998,15,mediocre
0.25754699999999997,Drive Me Crazy,91.0,5.9,1999,10472422.7727545,23357926.0728113,1.230422375000012,14,mediocre
1.104937,Muppets from Space,87.0,5.7,1999,31417268.318263695,21325748.5065997,-0.32120933333333523,18,mediocre
0.33324499999999996,An Ideal Husband,97.0,6.4,1999,18326739.8523205,24263544.540719397,0.32394221428571157,16,high
0.328409,Deuce Bigalow: Male Gigolo,88.0,5.3,1999,22253898.3921034,85788866.0080996,2.8550039411764825,13,low
0.323791,Idle Hands,92.0,6.1,1999,32726321.164858002,5435488.50121434,-0.8339107999999998,10,high
0.322499,Any Given Sunday,150.0,6.8,1999,71997906.56268771,131207455.946117,0.82237876363636,16,very_high
0.322339,The Deep End of the Ocean,106.0,5.8,1999,49744008.1705842,36812006.0043636,-0.25997105263157827,25,mediocre
0.312827,Human Traffic,99.0,6.8,1999,785431.707956593,5236211.38637729,5.66666666666667,13,very_high
0.312759,In Too Deep,97.0,6.5,1999,9163369.92616025,18341733.7436254,1.0016362857142866,11,high
0.377269,Teaching Mrs. Tingle,96.0,5.3,1999,17017687.0057261,11711097.0111574,-0.3118279230769223,20,low
0.285902,Drop Dead Gorgeous,98.0,6.2,1999,13090528.465943199,13838531.7349099,0.05714079999999494,18,high
0.066504,The Best Man,120.0,7.8,1999,11781475.6193489,45258905.1265258,2.841531111111107,12,very_high
0.23141799999999998,Simply Irresistible,95.0,6.2,1999,7854317.07956593,5758509.07258711,-0.26683516666666646,19,high
0.272771,Music of the Heart,124.0,6.7,1999,35344426.8580467,19451732.0143665,-0.4496520740740767,18,very_high
0.260903,"Mystery, Alaska",119.0,5.8,1999,36653479.704641,11635048.8950874,-0.6825663214285712,15,mediocre
0.257431,The Mod Squad,92.0,4.5,1999,65452642.3297161,17358106.198482998,-0.7347990000000006,13,low
0.25073,The Wood,106.0,7.6,1999,7854317.07956593,32804393.0766289,3.1766066666666632,8,very_high
0.246669,200 Cigarettes,101.0,6.5,1999,7854317.07956593,8970219.17864526,0.14207500000000012,14,high
0.24279699999999999,The Out-of-Towners,90.0,5.2,1999,98178963.4945741,37962532.551235296,-0.6133333333333336,18,low
0.23522300000000002,Joan of Arc,148.0,6.1,1999,78543170.7956593,87675538.4232537,0.11627195000000048,11,high
0.21624200000000002,Beowulf,95.0,4.5,1999,26181056.931886397,2004488.4804003998,-0.92343745,7,low
0.212029,Play It to the Bone,124.0,5.3,1999,31417268.318263695,11040742.829892099,-0.6485772500000001,19,low
0.20441099999999998,"Happy, Texas",98.0,5.3,1999,2225389.83921034,2544339.2562302,0.14332294117647126,12,low
0.198126,Ride with the Devil,138.0,6.6,1999,49744008.1705842,831374.226660667,-0.983286947368421,19,high
0.195048,Jawbreaker,87.0,5.6,1999,3927158.53978296,4027719.97945834,0.025606666666667773,10,mediocre
0.187319,Dick,94.0,5.7,1999,17017687.0057261,35998953.281343795,1.1153846153846227,4,mediocre
0.173433,The King and I,87.0,4.7,1999,32726321.164858002,15708634.159131799,-0.5200000000000012,14,low
0.16333699999999898,Outside Providence,96.0,5.6,1999,9163369.92616025,9545842.44161395,0.041739285714286166,18,mediocre
0.11818699999999999,Trick,89.0,6.5,1999,589073.780967445,2683028.16911549,3.5546555555555552,5,high
0.116694,Baby Geniuses,97.0,3.8,1999,15708634.159131799,47715939.7212581,2.0375613333333438,13,low
0.238748,East Is East,97.0,6.5,1999,4974400.81705842,36915290.27395979,6.421052631578935,12,high
0.090186,Lost & Found,95.0,4.8,1999,1.30905284659432,130.905284659432,99.0,12,low
0.079104,Tea with Mussolini,117.0,5.7,1999,15708634.159131799,27492155.82808,0.7501302500000079,18,mediocre
8.575419,The Lord of the Rings: The Fellowship of the Ring,178.0,7.8,2001,114528394.85252701,1073079785.52895,8.369552301075256,21,very_high
8.021423,Harry Potter and the Philosopher's Stone,152.0,7.2,2001,153936014.58673,1202518036.06708,6.81180439999999,40,very_high
4.436367,Mulholland Drive,147.0,7.4,2001,18472321.750407603,24774263.918001603,0.34115593333333666,16,very_high
3.8510089999999995,Donnie Darko,113.0,7.5,2001,7388928.70016306,1564632.74499809,-0.788246333333334,12,very_high
3.204295,"Monsters, Inc.",92.0,7.3,2001,141621133.419792,693101531.1461201,3.8940544000000004,14,very_high
2.971372,A.I. Artificial Intelligence,146.0,6.6,2001,123148811.669384,290540745.200552,1.3592655200000054,28,high
2.9185659999999998,Shrek,90.0,7.1,2001,73889287.00163059,596544195.5839571,7.073486966666663,5,very_high
2.7173990000000003,Bridget Jones's Diary,97.0,6.5,2001,30787202.917346,347193192.284431,10.277191800000018,21,high
2.642249,Ocean's Eleven,116.0,7.0,2001,104676489.918976,555052814.215116,4.302554705882383,14,very_high
2.478879,Pearl Harbor,183.0,6.6,2001,172408336.337138,553210255.537478,2.2087210357142837,12,high
2.449323,The Mummy Returns,130.0,5.8,2001,120685835.435996,533250701.30169505,3.4185027959183905,17,mediocre
2.2172389999999997,Atlantis: The Lost Empire,95.0,6.5,2001,147778574.003261,229122951.40412402,0.550447708333334,8,high
2.179727,Lara Croft: Tomb Raider,100.0,5.6,2001,141621133.419792,338293898.826108,1.38872469565217,10,mediocre
2.169826,A Beautiful Mind,135.0,7.5,2001,73889287.00163059,386123667.021868,4.225705683333323,16,very_high
2.116602,American Pie 2,108.0,5.9,2001,36944643.500815295,354118835.15509397,8.58511983333333,14,mediocre
2.061559,The Princess Diaries,115.0,6.3,2001,45565060.31767221,203608276.191258,3.468517648648639,20,high
1.925281,Moulin Rouge!,127.0,7.2,2001,64653126.12642671,220699214.322896,2.4135892190476165,13,very_high
1.862114,Planet of the Apes,119.0,5.5,2001,123148811.669384,446059453.53699994,2.622117400000009,18,mediocre
1.857978,The Royal Tenenbaums,110.0,7.3,2001,25861250.4505707,87979050.416754,2.401964285714286,20,very_high
1.846848,Blow,124.0,7.3,2001,65268870.184773706,102561157.85497901,0.5713640754716949,4,very_high
1.839325,Enemy at the Gates,131.0,7.1,2001,86204168.168569,119425124.106293,0.38537528571427854,18,very_high
1.735123,Black Hawk Down,144.0,7.1,2001,113296906.735833,213034699.517515,0.8803222934782685,15,very_high
1.6977529999999899,Legally Blonde,96.0,6.1,2001,22166786.100489102,174593832.436584,6.876371055555574,14,high
1.692141,A Knight's Tale,132.0,6.5,2001,80046727.58509979,144684426.859888,0.8074995846153755,15,high
1.581446,Zoolander,89.0,6.1,2001,34481667.2674276,74851055.8224943,1.170749321428573,9,high
1.456526,Not Another Teen Movie,89.0,5.3,2001,19703809.867101397,81854960.99446109,3.1542707500000184,22,low
1.450364,Scary Movie 2,83.0,5.5,2001,55416965.2512229,173911586.788447,2.138237288888879,13,mediocre
1.447916,Rush Hour 2,90.0,6.5,2001,110833930.502445,427727597.784158,2.8591755777778025,11,high
1.4460629999999999,Training Day,122.0,7.2,2001,55416965.2512229,129153834.663114,1.330582955555545,12,very_high
1.406682,The Others,101.0,7.1,2001,20935297.9837953,258547281.20058197,11.349825705882344,10,very_high
1.213215,Jimmy Neutron: Boy Genius,83.0,5.5,2001,30787202.917346,99672007.917976,2.2374492800000096,13,mediocre
1.20913,Jay and Silent Bob Strike Back,104.0,6.3,2001,27092738.567264497,41609718.7564383,0.5358255000000007,30,high
1.195555,Serendipity,90.0,6.6,2001,34481667.2674276,95460407.2260274,1.7684394285714284,11,high
1.134012,Cats & Dogs,87.0,5.0,2001,73889287.00163059,114990388.85099299,0.5562525166666635,11,low
1.1318780000000002,Vanilla Sky,136.0,6.3,2001,83741191.9351813,250470325.015575,1.991005014705881,11,high
1.065364,Kiss of the Dragon,98.0,6.3,2001,30787202.917346,79354442.845836,1.5775138800000061,18,high
1.063015,Spy Game,126.0,6.5,2001,113296906.735833,176163833.238282,0.5548865217391301,8,high
1.062734,Swordfish,99.0,6.0,2001,125611787.902772,181127780.807922,0.4419648333333283,9,mediocre
1.061903,Shallow Hal,114.0,5.5,2001,49259524.667753704,173725856.213664,2.5267464999999993,11,mediocre
0.9769969999999999,AntiTrust,108.0,5.6,2001,36944643.500815295,21961127.5850013,-0.4055666666666668,9,mediocre
0.9742219999999999,Final Fantasy: The Spirits Within,106.0,5.6,2001,168713871.98705602,104838836.9974,-0.37859978102189845,13,mediocre
0.9454290000000001,Original Sin,118.0,5.8,2001,51722500.9011414,43597536.3833927,-0.1570876190476203,12,mediocre
0.913069,Dr. Dolittle 2,87.0,4.9,2001,86204168.168569,216870406.934164,1.5157763428571354,14,low
0.9047200000000001,Behind Enemy Lines,106.0,5.9,2001,49259524.667753704,112992977.931609,1.2938300499999857,18,mediocre
0.899763999999999,Jeepers Creepers,90.0,6.0,2001,12314881.1669384,72926003.45038341,4.921778900000017,16,mediocre
0.8752989999999989,From Hell,122.0,6.4,2001,43102084.0842845,91817432.625593,1.1302318571428585,9,high
0.8654069999999989,The Last Castle,131.0,7.1,2001,88667144.4019567,34041665.1837497,-0.6160735138888891,15,very_high
0.8442350000000001,Along Came a Spider,104.0,5.8,2001,73889287.00163059,129526148.002458,0.7529760166666599,19,mediocre
0.813396,Super Troopers,100.0,6.7,2001,3694464.35008153,22773124.0526008,5.164120666666669,14,very_high
0.798104,The Wedding Planner,103.0,5.4,2001,43102084.0842845,116657057.77538799,1.706529399999998,19,low
0.7878350000000001,Rat Race,112.0,5.9,2001,59111429.6013044,105290428.615744,0.7812194583333267,8,mediocre
0.7817470000000001,Gosford Park,137.0,6.6,2001,24383464.7105381,108068062.377828,3.4320224242423967,12,high
0.774598,Jason X,91.0,4.3,2001,13546369.283632198,19703809.867101397,0.45454545454545586,7,low
0.746989,The Mexican,123.0,5.7,2001,70194822.651549,182069401.251709,1.593772508771931,11,mediocre
0.742951,Joy Ride,97.0,6.2,2001,28324226.6839584,45125219.5589376,0.5931668695652174,8,high
0.731548,I Am Sam,132.0,7.2,2001,27092738.567264497,49593128.6411255,0.8304952272727306,8,very_high
0.693522,Rock Star,105.0,5.9,2001,70194822.651549,20925325.3930263,-0.7018964561403512,9,mediocre
0.676114,K-PAX,120.0,7.0,2001,59111429.6013044,61962496.999787,0.048232083333333765,5,very_high
0.65104,Don't Say a Word,113.0,6.1,2001,61574405.834692106,123173554.728624,1.0004018399999866,16,high
0.6353770000000001,Crocodile Dundee in Los Angeles,92.0,4.8,2001,26045973.668074697,48568258.369162396,0.8647127186761274,31,low
0.625438,Frailty,100.0,6.8,2001,13546369.283632198,16145360.916532502,0.1918589090909113,7,very_high
0.612923,Angel Eyes,102.0,5.6,2001,65268870.184773706,36575197.065807104,-0.4396226415094347,10,mediocre
0.589432,Hearts in Atlantis,101.0,6.3,2001,38176131.6175091,29784501.8944597,-0.21981351612903238,18,high
0.578314999999999,The Glass House,106.0,5.3,2001,36944643.500815295,29087267.8044549,-0.2126797000000013,15,low
0.572909,15 Minutes,120.0,5.7,2001,73889287.00163059,69406645.6271026,-0.06066700000000092,10,mediocre
0.5658770000000001,Hardball,106.0,6.4,2001,39407619.7342029,49533812.7844968,0.25696028125000187,8,high
0.561179,Evolution,101.0,5.4,2001,98519049.33550741,121149234.56240301,0.22970364999999465,9,low
0.554186,Ali,157.0,6.7,2001,131769228.486241,108018533.157263,-0.18024462616822554,3,very_high
0.5307029999999989,Session 9,100.0,6.0,2001,1847232.17504076,460535.916535646,-0.7506886666666663,9,mediocre
0.526992,The Score,124.0,6.6,2001,83741191.9351813,87521717.60080992,0.04514535294117709,9,high
